,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
3,1839,BNB,BNB,bnb,1758,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151701486.67280546,151701486.67280546,False,,4,,,,2023-11-14T02:00:00.000Z,241.4306811927678,917113213.0358315,28.5562,0.94680124,-3.22856376,-4.13512762,16.13680032,13.86234866,2.05879978,36625393265.37101,2.6338,36625393265.37,,2023-11-14T02:00:00.000Z,,,,,,2023-11-14 09:01:43.342657
4,52,XRP,XRP,xrp,1141,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53652766196.0,99988240531.0,False,,5,,,,2023-11-14T02:01:00.000Z,0.6615249371078572,3223396257.0777125,249.7742,0.3640031,-0.61376817,-3.97643688,35.77854511,34.27856902,8.96960388,35492642783.471466,2.5529,66152493710.79,,2023-11-14T02:01:00.000Z,,,,,,2023-11-14 09:01:43.342657
5,3408,USDC,USDC,usd-coin,14917,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,24027752526.76537,24027752526.76537,False,,6,,,,2023-11-14T02:01:00.000Z,1.0000703601151608,5900808044.825276,73.1893,0.0003646,0.00120826,0.0017745,-0.01752716,-0.03053049,-0.01598998,24029443122.200207,1.7284,24029443122.2,,2023-11-14T02:01:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-11-14 09:01:43.342657
6,5426,Solana,SOL,solana,546,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,422402824.22940254,562465830.1857917,True,,7,,,,2023-11-14T02:01:00.000Z,54.12828616068463,2985517900.709718,3.3406,2.48444725,-7.9765505,30.50754041,145.06401314,185.45496618,126.24601724,22863940944.970474,1.6442,30445311411.9,,2023-11-14T02:01:00.000Z,,,,,,2023-11-14 09:01:43.342657
7,2010,Cardano,ADA,cardano,970,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35268823727.238,36350273102.308,False,,8,,,,2023-11-14T02:00:00.000Z,0.3544910907418807,446803057.20324606,18.552,0.95729539,-8.15454672,-2.24376598,43.13910281,40.60573308,25.92132904,12502483792.25172,0.8995,15952099083.38,,2023-11-14T02:00:00.000Z,,,,,,2023-11-14 09:01:43.342657
8,74,Dogecoin,DOGE,dogecoin,824,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,141819216383.70526,141819216383.70526,True,,9,,,,2023-11-14T02:01:00.000Z,0.07418749970146853,848809071.02485,29.8865,0.75969887,-6.23980103,-1.53018153,24.31717045,19.44672891,4.363595,10521213073.128633,0.7572,10521213073.13,,2023-11-14T02:01:00.000Z,,,,,,2023-11-14 09:01:43.342657
9,1958,TRON,TRX,tron,868,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88678203962.38066,88678215072.69897,True,,10,71659659264.0,7608857736.108371,,2023-11-14T02:00:00.000Z,0.10618049003103296,292770838.21707445,32.6899,0.04548357,-2.64255645,8.99500732,24.52893737,27.20094391,38.64821022,9415895151.797466,0.6771,9415896331.5,,2023-11-14T02:00:00.000Z,,,,,,2023-11-14 09:01:43.342657
10,3890,Polygon,MATIC,polygon,1065,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain']",10000000000.0,9250438353.92012,10000000000.0,False,,11,,,,2023-11-14T02:00:00.000Z,0.8836425859837278,985472382.5675967,5.0912,2.50744901,-3.48462416,19.4920666,70.07099013,68.72876079,38.83405105,8174081268.541034,0.5878,8836425859.84,,2023-11-14T02:00:00.000Z,,,,,,2023-11-14 09:01:43.342657
11,1975,Chainlink,LINK,chainlink,1429,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,556849970.4527867,1000000000.0,False,,12,,,,2023-11-14T02:00:00.000Z,14.646883253257847,916917750.6662611,18.104,2.7125626,-9.01433912,12.24135438,98.86856317,137.65771455,108.79430357,8156116506.802049,0.5868,14646883253.26,,2023-11-14T02:00:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-11-14 09:01:43.342657
12,11419,Toncoin,TON,toncoin,171,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3431892087.62,5047558528.0,True,,13,3414166606.0,7968962346.036621,,2023-11-14T02:01:00.000Z,2.3340871333086377,45566755.53136157,-25.6249,0.14955527,-6.52393178,-4.09811114,21.24287019,22.46744508,56.35101245,8010335164.617561,0.5762,11781441414.83,,2023-11-14T02:01:00.000Z,,,,,,2023-11-14 09:01:43.342657
13,6636,Polkadot,DOT,polkadot-new,611,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1281093641.739619,1377542922.2024229,True,,14,,,,2023-11-14T02:00:00.000Z,5.323964365258924,337464476.2891222,-10.3782,1.11251993,-8.09608196,7.18181433,42.11691803,30.79044858,10.57145229,6820496897.181514,0.4905,7333989429.42,,2023-11-14T02:00:00.000Z,,,,,,2023-11-14 09:01:43.342657
14,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,1504,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",,163841.87097067,163841.87097067,False,,15,,,,2023-11-14T02:01:00.000Z,36300.91351328971,229540757.14407864,21.4199,0.20186107,-2.48050334,3.8630058,35.02593393,36.89597357,24.38850207,5947609587.9618635,0.4278,5947609587.96,,2023-11-14T02:01:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2023-11-14 09:01:43.342657
0,1,Bitcoin,BTC,bitcoin,10552,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19541606.0,19541606.0,False,,1,,,,2023-11-14T02:01:00.000Z,36345.12778581282,19170751927.783447,62.0466,0.2087314,-2.36128686,3.98361783,35.11817628,37.01465216,24.40594083,710242167210.0066,51.0751,763247683502.07,,2023-11-14T02:01:00.000Z,,,,,,2023-11-14 09:01:43.342657
1,1027,Ethereum,ETH,ethereum,7776,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120260281.43503532,120260281.43503532,True,,2,,,,2023-11-14T02:01:00.000Z,2043.338212084915,14336046102.330553,82.6568,0.37268476,-1.00274837,7.88642705,31.30101859,25.41640906,11.73985567,245732428452.29376,17.675,245732428452.29,,2023-11-14T02:01:00.000Z,,,,,,2023-11-14 09:01:43.342657
2,825,Tether USDt,USDT,tether,65639,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,86804455790.35953,90623656723.10593,True,,3,,,,2023-11-14T02:00:00.000Z,1.000413748262471,48123646658.841934,43.3461,0.03814278,-0.02383648,0.00764086,0.04027251,0.0291322,0.14455538,86840370983.11754,6.2479,90661152103.61,,2023-11-14T02:00:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-11-14 09:01:43.342657
3,1839,BNB,BNB,bnb,1758,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151701486.67280546,151701486.67280546,False,,4,,,,2023-11-14T02:00:00.000Z,241.4306811927678,917113213.0358315,28.5562,0.94680124,-3.22856376,-4.13512762,16.13680032,13.86234866,2.05879978,36625393265.37101,2.6338,36625393265.37,,2023-11-14T02:00:00.000Z,,,,,,2023-11-14 09:01:43.342657
4,52,XRP,XRP,xrp,1141,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53652766196.0,99988240531.0,False,,5,,,,2023-11-14T02:01:00.000Z,0.6615249371078572,3223396257.0777125,249.7742,0.3640031,-0.61376817,-3.97643688,35.77854511,34.27856902,8.96960388,35492642783.471466,2.5529,66152493710.79,,2023-11-14T02:01:00.000Z,,,,,,2023-11-14 09:01:43.342657
5,3408,USDC,USDC,usd-coin,14917,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,24027752526.76537,24027752526.76537,False,,6,,,,2023-11-14T02:01:00.000Z,1.0000703601151608,5900808044.825276,73.1893,0.0003646,0.00120826,0.0017745,-0.01752716,-0.03053049,-0.01598998,24029443122.200207,1.7284,24029443122.2,,2023-11-14T02:01:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-11-14 09:01:43.342657
6,5426,Solana,SOL,solana,546,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,422402824.22940254,562465830.1857917,True,,7,,,,2023-11-14T02:01:00.000Z,54.12828616068463,2985517900.709718,3.3406,2.48444725,-7.9765505,30.50754041,145.06401314,185.45496618,126.24601724,22863940944.970474,1.6442,30445311411.9,,2023-11-14T02:01:00.000Z,,,,,,2023-11-14 09:01:43.342657
7,2010,Cardano,ADA,cardano,970,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35268823727.238,36350273102.308,False,,8,,,,2023-11-14T02:00:00.000Z,0.3544910907418807,446803057.20324606,18.552,0.95729539,-8.15454672,-2.24376598,43.13910281,40.60573308,25.92132904,12502483792.25172,0.8995,15952099083.38,,2023-11-14T02:00:00.000Z,,,,,,2023-11-14 09:01:43.342657
8,74,Dogecoin,DOGE,dogecoin,824,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,141819216383.70526,141819216383.70526,True,,9,,,,2023-11-14T02:01:00.000Z,0.07418749970146853,848809071.02485,29.8865,0.75969887,-6.23980103,-1.53018153,24.31717045,19.44672891,4.363595,10521213073.128633,0.7572,10521213073.13,,2023-11-14T02:01:00.000Z,,,,,,2023-11-14 09:01:43.342657
9,1958,TRON,TRX,tron,868,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88678203962.38066,88678215072.69897,True,,10,71659659264.0,7608857736.108371,,2023-11-14T02:00:00.000Z,0.10618049003103296,292770838.21707445,32.6899,0.04548357,-2.64255645,8.99500732,24.52893737,27.20094391,38.64821022,9415895151.797466,0.6771,9415896331.5,,2023-11-14T02:00:00.000Z,,,,,,2023-11-14 09:01:43.342657
10,3890,Polygon,MATIC,polygon,1065,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain']",10000000000.0,9250438353.92012,10000000000.0,False,,11,,,,2023-11-14T02:00:00.000Z,0.8836425859837278,985472382.5675967,5.0912,2.50744901,-3.48462416,19.4920666,70.07099013,68.72876079,38.83405105,8174081268.541034,0.5878,8836425859.84,,2023-11-14T02:00:00.000Z,,,,,,2023-11-14 09:01:43.342657
11,1975,Chainlink,LINK,chainlink,1429,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,556849970.4527867,1000000000.0,False,,12,,,,2023-11-14T02:00:00.000Z,14.646883253257847,916917750.6662611,18.104,2.7125626,-9.01433912,12.24135438,98.86856317,137.65771455,108.79430357,8156116506.802049,0.5868,14646883253.26,,2023-11-14T02:00:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-11-14 09:01:43.342657
12,11419,Toncoin,TON,toncoin,171,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3431892087.62,5047558528.0,True,,13,3414166606.0,7968962346.036621,,2023-11-14T02:01:00.000Z,2.3340871333086377,45566755.53136157,-25.6249,0.14955527,-6.52393178,-4.09811114,21.24287019,22.46744508,56.35101245,8010335164.617561,0.5762,11781441414.83,,2023-11-14T02:01:00.000Z,,,,,,2023-11-14 09:01:43.342657
13,6636,Polkadot,DOT,polkadot-new,611,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1281093641.739619,1377542922.2024229,True,,14,,,,2023-11-14T02:00:00.000Z,5.323964365258924,337464476.2891222,-10.3782,1.11251993,-8.09608196,7.18181433,42.11691803,30.79044858,10.57145229,6820496897.181514,0.4905,7333989429.42,,2023-11-14T02:00:00.000Z,,,,,,2023-11-14 09:01:43.342657
14,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,1504,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",,163841.87097067,163841.87097067,False,,15,,,,2023-11-14T02:01:00.000Z,36300.91351328971,229540757.14407864,21.4199,0.20186107,-2.48050334,3.8630058,35.02593393,36.89597357,24.38850207,5947609587.9618635,0.4278,5947609587.96,,2023-11-14T02:01:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2023-11-14 09:01:43.342657
